ID,year,recorded_crop,crop_id,treat,variance,seeding,harvest,harvest2,tillage,minimum_cover,total_dm_kg_ha,total_dm_kg_ha2,grain_dm_kg_ha,straw_dm_kg_ha
27,1956,Oat,spring_small_grains,7,250,136,283,0,295,0,2246,0,2246,0
28,1956,Oat,spring_small_grains,7,250,136,283,0,295,0,2246,0,2246,0
29,1956,Oat,spring_small_grains,8,250,136,283,0,295,0,2246,0,2246,0
30,1956,Oat,spring_small_grains,8,250,136,283,0,295,0,2246,0,2246,0
31,1956,Oat,spring_small_grains,8,250,136,283,0,295,0,2246,0,2246,0
32,1956,Oat,spring_small_grains,8,250,136,283,0,295,0,2246,0,2246,0
33,1956,Oat,spring_small_grains,9,250,136,283,0,295,0,2246,0,2246,0
34,1956,Oat,spring_small_grains,9,250,136,283,0,295,0,2246,0,2246,0
35,1956,Oat,spring_small_grains,9,250,136,283,0,295,0,2246,0,2246,0
36,1956,Oat,spring_small_grains,9,250,136,283,0,295,0,2246,0,2246,0
37,1956,Oat,spring_small_grains,10,250,136,283,0,295,0,2246,0,2246,0
38,1956,Oat,spring_small_grains,10,250,136,283,0,295,0,2246,0,2246,0
39,1956,Oat,spring_small_grains,10,250,136,283,0,295,0,2246,0,2246,0
40,1956,Oat,spring_small_grains,10,250,136,283,0,295,0,2246,0,2246,0
41,1956,Oat,spring_small_grains,11,250,136,283,0,295,0,2246,0,2246,0
42,1956,Oat,spring_small_grains,11,250,136,283,0,295,0,2246,0,2246,0
43,1956,Oat,spring_small_grains,11,250,136,283,0,295,0,2246,0,2246,0
44,1956,Oat,spring_small_grains,11,250,136,283,0,295,0,2246,0,2246,0
45,1956,Oat,spring_small_grains,12,250,136,283,0,295,0,2246,0,2246,0
46,1956,Oat,spring_small_grains,12,250,136,283,0,295,0,2246,0,2246,0
47,1956,Oat,spring_small_grains,12,250,136,283,0,295,0,2246,0,2246,0
48,1956,Oat,spring_small_grains,12,250,136,283,0,295,0,2246,0,2246,0
49,1956,Oat,spring_small_grains,13,250,136,283,0,295,0,2246,0,2246,0
50,1956,Oat,spring_small_grains,13,250,136,283,0,295,0,2246,0,2246,0
51,1956,Oat,spring_small_grains,13,250,136,283,0,295,0,2246,0,2246,0
52,1956,Oat,spring_small_grains,13,250,136,283,0,295,0,2246,0,2246,0
53,1956,Oat,spring_small_grains,14,250,136,283,0,295,0,2246,0,2246,0
54,1956,Oat,spring_small_grains,14,250,136,283,0,295,0,2246,0,2246,0
55,1956,Oat,spring_small_grains,14,250,136,283,0,295,0,2246,0,2246,0
56,1956,Oat,spring_small_grains,14,250,136,283,0,295,0,2246,0,2246,0
57,1956,Oat,spring_small_grains,15,250,136,283,0,295,0,2246,0,2246,0
58,1956,Oat,spring_small_grains,15,250,136,283,0,295,0,2246,0,2246,0
59,1956,Oat,spring_small_grains,15,250,136,283,0,295,0,2246,0,2246,0
60,1956,Oat,spring_small_grains,15,250,136,283,0,295,0,2246,0,2246,0
61,1957,Rutabaga,missing,1,250,179,315,0,295,0,2246,0,2246,0
62,1957,Rutabaga,missing,1,250,179,315,0,295,0,2246,0,2246,0
63,1957,Rutabaga,missing,1,250,179,315,0,295,0,2246,0,2246,0
64,1957,Rutabaga,missing,1,250,179,315,0,295,0,2246,0,2246,0
65,1957,Rutabaga,root_crop,2,250,179,315,0,295,0,2126,621,1505,621
66,1957,Rutabaga,root_crop,2,250,179,315,0,295,0,2301,651,1650,651
67,1957,Rutabaga,root_crop,2,250,179,315,0,295,0,1939,513,1426,513
68,1957,Rutabaga,root_crop,2,250,179,315,0,295,0,1970,470,1500,470
69,1957,Rutabaga,root_crop,3,250,179,315,0,295,0,2399,788,1611,788
70,1957,Rutabaga,root_crop,3,250,179,315,0,295,0,2533,830,1703,830
71,1957,Rutabaga,root_crop,3,250,179,315,0,295,0,2597,789,1808,789
72,1957,Rutabaga,root_crop,3,250,179,315,0,295,0,2627,812,1815,812
73,1957,Rutabaga,root_crop,4,250,179,315,0,295,0,2280,730,1550,730
74,1957,Rutabaga,root_crop,4,250,179,315,0,295,0,2445,747,1698,747
75,1957,Rutabaga,root_crop,4,250,179,315,0,295,0,2955,1021,1934,1021
76,1957,Rutabaga,root_crop,4,250,179,315,0,295,0,2391,718,1673,718
77,1957,Rutabaga,root_crop,5,250,179,315,0,295,0,2359,759,1600,759
78,1957,Rutabaga,root_crop,5,250,179,315,0,295,0,2858,915,1943,915
79,1957,Rutabaga,root_crop,5,250,179,315,0,295,0,2571,736,1835,736
80,1957,Rutabaga,root_crop,5,250,179,315,0,295,0,2423,780,1643,780
81,1957,Rutabaga,root_crop,6,250,179,315,0,295,0,1854,610,1244,610
82,1957,Rutabaga,root_crop,6,250,179,315,0,295,0,2216,743,1473,743
83,1957,Rutabaga,root_crop,6,250,179,315,0,295,0,2018,630,1388,630
84,1957,Rutabaga,root_crop,6,250,179,315,0,295,0,2071,581,1490,581
85,1957,Rutabaga,root_crop,7,250,179,315,0,295,0,2210,730,1480,730
86,1957,Rutabaga,root_crop,7,250,179,315,0,295,0,2721,954,1767,954
87,1957,Rutabaga,root_crop,7,250,179,315,0,295,0,2560,767,1793,767
88,1957,Rutabaga,root_crop,7,250,179,315,0,295,0,2400,664,1736,664
89,1957,Rutabaga,root_crop,8,250,179,315,0,295,0,2527,851,1676,851
90,1957,Rutabaga,root_crop,8,250,179,315,0,295,0,2618,759,1859,759
91,1957,Rutabaga,root_crop,8,250,179,315,0,295,0,2769,813,1956,813
92,1957,Rutabaga,root_crop,8,250,179,315,0,295,0,2681,983,1698,983
93,1957,Rutabaga,root_crop,9,250,179,315,0,295,0,2113,624,1489,624
94,1957,Rutabaga,root_crop,9,250,179,315,0,295,0,2107,552,1555,552
95,1957,Rutabaga,root_crop,9,250,179,315,0,295,0,2178,604,1574,604
96,1957,Rutabaga,root_crop,9,250,179,315,0,295,0,2310,646,1664,646
97,1957,Rutabaga,root_crop,10,250,179,315,0,295,0,2152,577,1575,577
98,1957,Rutabaga,root_crop,10,250,179,315,0,295,0,2080,575,1505,575
99,1957,Rutabaga,root_crop,10,250,179,315,0,295,0,2271,573,1698,573
100,1957,Rutabaga,root_crop,10,250,179,315,0,295,0,1970,537,1433,537
101,1957,Rutabaga,root_crop,11,250,179,315,0,295,0,1942,583,1359,583
102,1957,Rutabaga,root_crop,11,250,179,315,0,295,0,1944,509,1435,509
103,1957,Rutabaga,root_crop,11,250,179,315,0,295,0,1819,514,1305,514
104,1957,Rutabaga,root_crop,11,250,179,315,0,295,0,1823,527,1296,527
105,1957,Rutabaga,root_crop,12,250,179,315,0,295,0,1840,537,1303,537
106,1957,Rutabaga,root_crop,12,250,179,315,0,295,0,1773,467,1306,467
107,1957,Rutabaga,root_crop,12,250,179,315,0,295,0,1991,504,1487,504
108,1957,Rutabaga,root_crop,12,250,179,315,0,295,0,1614,445,1169,445
109,1957,Rutabaga,root_crop,13,250,179,315,0,295,0,2336,723,1613,723
110,1957,Rutabaga,root_crop,13,250,179,315,0,295,0,2499,750,1749,750
111,1957,Rutabaga,root_crop,13,250,179,315,0,295,0,2746,764,1982,764
112,1957,Rutabaga,root_crop,13,250,179,315,0,295,0,2685,711,1974,711
113,1957,Rutabaga,root_crop,14,250,179,315,0,295,0,2473,799,1674,799
114,1957,Rutabaga,root_crop,14,250,179,315,0,295,0,2600,788,1812,788
115,1957,Rutabaga,root_crop,14,250,179,315,0,295,0,2947,833,2114,833
116,1957,Rutabaga,root_crop,14,250,179,315,0,295,0,2829,758,2071,758
117,1957,Rutabaga,root_crop,15,250,179,315,0,295,0,2761,1047,1714,1047
118,1957,Rutabaga,root_crop,15,250,179,315,0,295,0,2914,1041,1873,1041
119,1957,Rutabaga,root_crop,15,250,179,315,0,295,0,2518,865,1653,865
120,1957,Rutabaga,root_crop,15,250,179,315,0,295,0,2584,858,1726,858
121,1958,Mustard,missing,1,250,155,291,0,295,0,0,0,0,0
122,1958,Mustard,missing,1,250,155,291,0,295,0,0,0,0,0
123,1958,Mustard,missing,1,250,155,291,0,295,0,0,0,0,0
124,1958,Mustard,missing,1,250,155,291,0,295,0,0,0,0,0
125,1958,Mustard,winter_oil_seeds,2,250,155,291,0,295,0,1010,0,1010,0
126,1958,Mustard,winter_oil_seeds,2,250,155,291,0,295,0,1210,0,1210,0
127,1958,Mustard,winter_oil_seeds,2,250,155,291,0,295,0,870,0,870,0
128,1958,Mustard,winter_oil_seeds,2,250,155,291,0,295,0,980,0,980,0
129,1958,Mustard,winter_oil_seeds,3,250,155,291,0,295,0,1690,0,1690,0
130,1958,Mustard,winter_oil_seeds,3,250,155,291,0,295,0,1880,0,1880,0
131,1958,Mustard,winter_oil_seeds,3,250,155,291,0,295,0,1440,0,1440,0
132,1958,Mustard,winter_oil_seeds,3,250,155,291,0,295,0,1501,0,1501,0
133,1958,Mustard,winter_oil_seeds,4,250,155,291,0,295,0,1470,0,1470,0
134,1958,Mustard,winter_oil_seeds,4,250,155,291,0,295,0,1770,0,1770,0
135,1958,Mustard,winter_oil_seeds,4,250,155,291,0,295,0,1670,0,1670,0
136,1958,Mustard,winter_oil_seeds,4,250,155,291,0,295,0,1460,0,1460,0
137,1958,Mustard,winter_oil_seeds,5,250,155,291,0,295,0,1510,0,1510,0
138,1958,Mustard,winter_oil_seeds,5,250,155,291,0,295,0,1780,0,1780,0
139,1958,Mustard,winter_oil_seeds,5,250,155,291,0,295,0,1430,0,1430,0
140,1958,Mustard,winter_oil_seeds,5,250,155,291,0,295,0,1760,0,1760,0
141,1958,Mustard,winter_oil_seeds,6,250,155,291,0,295,0,1080,0,1080,0
142,1958,Mustard,winter_oil_seeds,6,250,155,291,0,295,0,1550,0,1550,0
143,1958,Mustard,winter_oil_seeds,6,250,155,291,0,295,0,1230,0,1230,0
144,1958,Mustard,winter_oil_seeds,6,250,155,291,0,295,0,1080,0,1080,0
145,1958,Mustard,winter_oil_seeds,7,250,155,291,0,295,0,1630,0,1630,0
146,1958,Mustard,winter_oil_seeds,7,250,155,291,0,295,0,1860,0,1860,0
147,1958,Mustard,winter_oil_seeds,7,250,155,291,0,295,0,1650,0,1650,0
148,1958,Mustard,winter_oil_seeds,7,250,155,291,0,295,0,1780,0,1780,0
149,1958,Mustard,winter_oil_seeds,8,250,155,291,0,295,0,1180,0,1180,0
150,1958,Mustard,winter_oil_seeds,8,250,155,291,0,295,0,1130,0,1130,0
151,1958,Mustard,winter_oil_seeds,8,250,155,291,0,295,0,1030,0,1030,0
152,1958,Mustard,winter_oil_seeds,8,250,155,291,0,295,0,1090,0,1090,0
153,1958,Mustard,winter_oil_seeds,9,250,155,291,0,295,0,1120,0,1120,0
154,1958,Mustard,winter_oil_seeds,9,250,155,291,0,295,0,1010,0,1010,0
155,1958,Mustard,winter_oil_seeds,9,250,155,291,0,295,0,830,0,830,0
156,1958,Mustard,winter_oil_seeds,9,250,155,291,0,295,0,990,0,990,0
157,1958,Mustard,winter_oil_seeds,10,250,155,291,0,295,0,1090,0,1090,0
158,1958,Mustard,winter_oil_seeds,10,250,155,291,0,295,0,1000,0,1000,0
159,1958,Mustard,winter_oil_seeds,10,250,155,291,0,295,0,1000,0,1000,0
160,1958,Mustard,winter_oil_seeds,10,250,155,291,0,295,0,950,0,950,0
161,1958,Mustard,winter_oil_seeds,11,250,155,291,0,295,0,1111,0,1111,0
162,1958,Mustard,winter_oil_seeds,11,250,155,291,0,295,0,980,0,980,0
163,1958,Mustard,winter_oil_seeds,11,250,155,291,0,295,0,900,0,900,0
164,1958,Mustard,winter_oil_seeds,11,250,155,291,0,295,0,889,0,889,0
165,1958,Mustard,winter_oil_seeds,12,250,155,291,0,295,0,910,0,910,0
166,1958,Mustard,winter_oil_seeds,12,250,155,291,0,295,0,920,0,920,0
167,1958,Mustard,winter_oil_seeds,12,250,155,291,0,295,0,780,0,780,0
168,1958,Mustard,winter_oil_seeds,12,250,155,291,0,295,0,790,0,790,0
169,1958,Mustard,winter_oil_seeds,13,250,155,291,0,295,0,1490,0,1490,0
170,1958,Mustard,winter_oil_seeds,13,250,155,291,0,295,0,1620,0,1620,0
171,1958,Mustard,winter_oil_seeds,13,250,155,291,0,295,0,1690,0,1690,0
172,1958,Mustard,winter_oil_seeds,13,250,155,291,0,295,0,1410,0,1410,0
173,1958,Mustard,winter_oil_seeds,14,250,155,291,0,295,0,1650,0,1650,0
174,1958,Mustard,winter_oil_seeds,14,250,155,291,0,295,0,1980,0,1980,0
175,1958,Mustard,winter_oil_seeds,14,250,155,291,0,295,0,1580,0,1580,0
176,1958,Mustard,winter_oil_seeds,14,250,155,291,0,295,0,1400,0,1400,0
177,1958,Mustard,winter_oil_seeds,15,250,155,291,0,295,0,1730,0,1730,0
178,1958,Mustard,winter_oil_seeds,15,250,155,291,0,295,0,1450,0,1450,0
179,1958,Mustard,winter_oil_seeds,15,250,155,291,0,295,0,1340,0,1340,0
180,1958,Mustard,winter_oil_seeds,15,250,155,291,0,295,0,1300,0,1300,0
181,1959,Barley,missing,1,250,0,0,0,295,0,0,0,0,0
182,1959,Barley,missing,1,250,0,0,0,295,0,0,0,0,0
183,1959,Barley,missing,1,250,0,0,0,295,0,0,0,0,0
184,1959,Barley,missing,1,250,0,0,0,295,0,0,0,0,0
185,1959,Barley,spring_small_grains,2,250,0,0,0,295,0,5400,2910,2490,2910
186,1959,Barley,spring_small_grains,2,250,0,0,0,295,0,5685,3094,2591,3094
187,1959,Barley,spring_small_grains,2,250,0,0,0,295,0,4542,2546,1995,2546
188,1959,Barley,spring_small_grains,2,250,0,0,0,295,0,5127,2842,2285,2842
189,1959,Barley,spring_small_grains,3,250,0,0,0,295,0,7638,4082,3555,4082
190,1959,Barley,spring_small_grains,3,250,0,0,0,295,0,7295,3844,3451,3844
191,1959,Barley,spring_small_grains,3,250,0,0,0,295,0,6917,3657,3260,3657
192,1959,Barley,spring_small_grains,3,250,0,0,0,295,0,6881,3651,3230,3651
193,1959,Barley,spring_small_grains,4,250,0,0,0,295,0,6811,3771,3039,3771
194,1959,Barley,spring_small_grains,4,250,0,0,0,295,0,6433,3698,2735,3698
195,1959,Barley,spring_small_grains,4,250,0,0,0,295,0,6118,3491,2627,3491
196,1959,Barley,spring_small_grains,4,250,0,0,0,295,0,6827,3649,3178,3649
197,1959,Barley,spring_small_grains,5,250,0,0,0,295,0,8063,4418,3646,4418
198,1959,Barley,spring_small_grains,5,250,0,0,0,295,0,7056,3477,3579,3477
199,1959,Barley,spring_small_grains,5,250,0,0,0,295,0,6978,3692,3286,3692
200,1959,Barley,spring_small_grains,5,250,0,0,0,295,0,7337,3781,3556,3781
201,1959,Barley,spring_small_grains,6,250,0,0,0,295,0,6401,4040,2361,4040
202,1959,Barley,spring_small_grains,6,250,0,0,0,295,0,5966,3217,2749,3217
203,1959,Barley,spring_small_grains,6,250,0,0,0,295,0,4982,2593,2389,2593
204,1959,Barley,spring_small_grains,6,250,0,0,0,295,0,5041,2603,2438,2603
205,1959,Barley,spring_small_grains,7,250,0,0,0,295,0,7418,3831,3587,3831
206,1959,Barley,spring_small_grains,7,250,0,0,0,295,0,7677,3975,3702,3975
207,1959,Barley,spring_small_grains,7,250,0,0,0,295,0,7388,3806,3583,3806
208,1959,Barley,spring_small_grains,7,250,0,0,0,295,0,7342,3790,3553,3790
209,1959,Barley,spring_small_grains,8,250,0,0,0,295,0,6703,3422,3282,3422
210,1959,Barley,spring_small_grains,8,250,0,0,0,295,0,7219,3651,3569,3651
211,1959,Barley,spring_small_grains,8,250,0,0,0,295,0,6857,3618,3238,3618
212,1959,Barley,spring_small_grains,8,250,0,0,0,295,0,5869,3044,2825,3044
213,1959,Barley,spring_small_grains,9,250,0,0,0,295,0,5844,3049,2795,3049
214,1959,Barley,spring_small_grains,9,250,0,0,0,295,0,6010,3083,2927,3083
215,1959,Barley,spring_small_grains,9,250,0,0,0,295,0,5148,2712,2436,2712
216,1959,Barley,spring_small_grains,9,250,0,0,0,295,0,5433,3002,2431,3002
217,1959,Barley,spring_small_grains,10,250,0,0,0,295,0,6689,3440,3249,3440
218,1959,Barley,spring_small_grains,10,250,0,0,0,295,0,6987,3331,3656,3331
219,1959,Barley,spring_small_grains,10,250,0,0,0,295,0,7244,3817,3427,3817
220,1959,Barley,spring_small_grains,10,250,0,0,0,295,0,5930,2974,2956,2974
221,1959,Barley,spring_small_grains,11,250,0,0,0,295,0,6855,3350,3505,3350
222,1959,Barley,spring_small_grains,11,250,0,0,0,295,0,6957,3385,3572,3385
223,1959,Barley,spring_small_grains,11,250,0,0,0,295,0,6721,3311,3410,3311
224,1959,Barley,spring_small_grains,11,250,0,0,0,295,0,5969,3041,2928,3041
225,1959,Barley,spring_small_grains,12,250,0,0,0,295,0,5245,2985,2260,2985
226,1959,Barley,spring_small_grains,12,250,0,0,0,295,0,5120,2871,2249,2871
227,1959,Barley,spring_small_grains,12,250,0,0,0,295,0,5238,2890,2348,2890
228,1959,Barley,spring_small_grains,12,250,0,0,0,295,0,4860,2913,1946,2913
229,1959,Barley,spring_small_grains,13,250,0,0,0,295,0,8244,4090,4154,4090
230,1959,Barley,spring_small_grains,13,250,0,0,0,295,0,8434,4185,4249,4185
231,1959,Barley,spring_small_grains,13,250,0,0,0,295,0,8519,4244,4275,4244
232,1959,Barley,spring_small_grains,13,250,0,0,0,295,0,8133,4488,3645,4488
233,1959,Barley,spring_small_grains,14,250,0,0,0,295,0,7596,3829,3766,3829
234,1959,Barley,spring_small_grains,14,250,0,0,0,295,0,8373,4316,4057,4316
235,1959,Barley,spring_small_grains,14,250,0,0,0,295,0,7571,4011,3560,4011
236,1959,Barley,spring_small_grains,14,250,0,0,0,295,0,6658,3433,3224,3433
237,1959,Barley,spring_small_grains,15,250,0,0,0,295,0,8196,3972,4223,3972
238,1959,Barley,spring_small_grains,15,250,0,0,0,295,0,8543,4085,4458,4085
239,1959,Barley,spring_small_grains,15,250,0,0,0,295,0,8423,3917,4505,3917
240,1959,Barley,spring_small_grains,15,250,0,0,0,295,0,7783,3937,3846,3937
241,1960,Barley,missing,1,250,125,277,0,295,0,0,0,0,0
242,1960,Barley,missing,1,250,125,277,0,295,0,0,0,0,0
243,1960,Barley,missing,1,250,125,277,0,295,0,0,0,0,0
244,1960,Barley,missing,1,250,125,277,0,295,0,0,0,0,0
245,1960,Barley,spring_small_grains,2,250,125,277,0,295,0,4429,1380,3049,1380
246,1960,Barley,spring_small_grains,2,250,125,277,0,295,0,4580,1355,3225,1355
247,1960,Barley,spring_small_grains,2,250,125,277,0,295,0,3317,1059,2258,1059
248,1960,Barley,spring_small_grains,2,250,125,277,0,295,0,3412,1017,2395,1017
249,1960,Barley,spring_small_grains,3,250,125,277,0,295,0,5345,1588,3757,1588
250,1960,Barley,spring_small_grains,3,250,125,277,0,295,0,6144,1892,4252,1892
251,1960,Barley,spring_small_grains,3,250,125,277,0,295,0,5104,1626,3478,1626
252,1960,Barley,spring_small_grains,3,250,125,277,0,295,0,5688,1631,4057,1631
253,1960,Barley,spring_small_grains,4,250,125,277,0,295,0,4635,1503,3132,1503
254,1960,Barley,spring_small_grains,4,250,125,277,0,295,0,5485,1860,3625,1860
255,1960,Barley,spring_small_grains,4,250,125,277,0,295,0,5024,1796,3228,1796
256,1960,Barley,spring_small_grains,4,250,125,277,0,295,0,5470,1687,3783,1687
257,1960,Barley,spring_small_grains,5,250,125,277,0,295,0,5484,1600,3884,1600
258,1960,Barley,spring_small_grains,5,250,125,277,0,295,0,6305,1848,4457,1848
259,1960,Barley,spring_small_grains,5,250,125,277,0,295,0,5837,1742,4095,1742
260,1960,Barley,spring_small_grains,5,250,125,277,0,295,0,6051,1876,4175,1876
261,1960,Barley,spring_small_grains,6,250,125,277,0,295,0,2809,994,1815,994
262,1960,Barley,spring_small_grains,6,250,125,277,0,295,0,4224,1517,2707,1517
263,1960,Barley,spring_small_grains,6,250,125,277,0,295,0,2276,818,1458,818
264,1960,Barley,spring_small_grains,6,250,125,277,0,295,0,2422,839,1583,839
265,1960,Barley,spring_small_grains,7,250,125,277,0,295,0,4782,1492,3290,1492
266,1960,Barley,spring_small_grains,7,250,125,277,0,295,0,5789,1846,3943,1846
267,1960,Barley,spring_small_grains,7,250,125,277,0,295,0,4810,1552,3258,1552
268,1960,Barley,spring_small_grains,7,250,125,277,0,295,0,4956,1536,3420,1536
269,1960,Barley,spring_small_grains,8,250,125,277,0,295,0,6323,2003,4320,2003
270,1960,Barley,spring_small_grains,8,250,125,277,0,295,0,7094,2272,4822,2272
271,1960,Barley,spring_small_grains,8,250,125,277,0,295,0,6856,2171,4685,2171
272,1960,Barley,spring_small_grains,8,250,125,277,0,295,0,5674,1915,3759,1915
273,1960,Barley,spring_small_grains,9,250,125,277,0,295,0,4211,1360,2851,1360
274,1960,Barley,spring_small_grains,9,250,125,277,0,295,0,4365,1393,2972,1393
275,1960,Barley,spring_small_grains,9,250,125,277,0,295,0,4006,1266,2740,1266
276,1960,Barley,spring_small_grains,9,250,125,277,0,295,0,3858,1207,2651,1207
277,1960,Barley,spring_small_grains,10,250,125,277,0,295,0,5025,1564,3461,1564
278,1960,Barley,spring_small_grains,10,250,125,277,0,295,0,6582,2093,4489,2093
279,1960,Barley,spring_small_grains,10,250,125,277,0,295,0,6378,1886,4492,1886
280,1960,Barley,spring_small_grains,10,250,125,277,0,295,0,4892,1597,3295,1597
281,1960,Barley,spring_small_grains,11,250,125,277,0,295,0,5776,1753,4023,1753
282,1960,Barley,spring_small_grains,11,250,125,277,0,295,0,6890,2031,4859,2031
283,1960,Barley,spring_small_grains,11,250,125,277,0,295,0,6200,1755,4445,1755
284,1960,Barley,spring_small_grains,11,250,125,277,0,295,0,5658,1673,3985,1673
285,1960,Barley,spring_small_grains,12,250,125,277,0,295,0,3074,1084,1990,1084
286,1960,Barley,spring_small_grains,12,250,125,277,0,295,0,3265,1151,2114,1151
287,1960,Barley,spring_small_grains,12,250,125,277,0,295,0,3069,1051,2018,1051
288,1960,Barley,spring_small_grains,12,250,125,277,0,295,0,1897,722,1175,722
289,1960,Barley,spring_small_grains,13,250,125,277,0,295,0,5398,1812,3586,1812
290,1960,Barley,spring_small_grains,13,250,125,277,0,295,0,6226,1945,4281,1945
291,1960,Barley,spring_small_grains,13,250,125,277,0,295,0,6211,1892,4319,1892
292,1960,Barley,spring_small_grains,13,250,125,277,0,295,0,5205,1681,3524,1681
293,1960,Barley,spring_small_grains,14,250,125,277,0,295,0,5003,1700,3303,1700
294,1960,Barley,spring_small_grains,14,250,125,277,0,295,0,6436,2137,4299,2137
295,1960,Barley,spring_small_grains,14,250,125,277,0,295,0,5155,1623,3532,1623
296,1960,Barley,spring_small_grains,14,250,125,277,0,295,0,3988,1334,2654,1334
297,1960,Barley,spring_small_grains,15,250,125,277,0,295,0,7176,2206,4970,2206
298,1960,Barley,spring_small_grains,15,250,125,277,0,295,0,7495,2303,5192,2303
299,1960,Barley,spring_small_grains,15,250,125,277,0,295,0,6667,2066,4601,2066
300,1960,Barley,spring_small_grains,15,250,125,277,0,295,0,5672,1708,3964,1708
301,1961,Rutabaga,missing,1,250,125,289,0,295,0,0,0,0,0
302,1961,Rutabaga,missing,1,250,125,289,0,295,0,0,0,0,0
303,1961,Rutabaga,missing,1,250,125,289,0,295,0,0,0,0,0
304,1961,Rutabaga,missing,1,250,125,289,0,295,0,0,0,0,0
305,1961,Rutabaga,root_crop,2,250,125,289,0,295,0,2004,1184,820,1184
306,1961,Rutabaga,root_crop,2,250,125,289,0,295,0,2548,1498,1050,1498
307,1961,Rutabaga,root_crop,2,250,125,289,0,295,0,2105,1470,635,1470
308,1961,Rutabaga,root_crop,2,250,125,289,0,295,0,2273,1273,1000,1273
309,1961,Rutabaga,root_crop,3,250,125,289,0,295,0,3315,2742,573,2742
310,1961,Rutabaga,root_crop,3,250,125,289,0,295,0,3928,2587,1341,2587
311,1961,Rutabaga,root_crop,3,250,125,289,0,295,0,3826,2304,1522,2304
312,1961,Rutabaga,root_crop,3,250,125,289,0,295,0,4138,2345,1793,2345
313,1961,Rutabaga,root_crop,4,250,125,289,0,295,0,3606,2332,1274,2332
314,1961,Rutabaga,root_crop,4,250,125,289,0,295,0,4102,2522,1580,2522
315,1961,Rutabaga,root_crop,4,250,125,289,0,295,0,3953,2179,1774,2179
316,1961,Rutabaga,root_crop,4,250,125,289,0,295,0,4139,2377,1762,2377
317,1961,Rutabaga,root_crop,5,250,125,289,0,295,0,3736,2278,1458,2278
318,1961,Rutabaga,root_crop,5,250,125,289,0,295,0,4284,2629,1655,2629
319,1961,Rutabaga,root_crop,5,250,125,289,0,295,0,4089,2253,1836,2253
320,1961,Rutabaga,root_crop,5,250,125,289,0,295,0,4415,2603,1812,2603
321,1961,Rutabaga,root_crop,6,250,125,289,0,295,0,2093,1224,869,1224
322,1961,Rutabaga,root_crop,6,250,125,289,0,295,0,3051,1818,1233,1818
323,1961,Rutabaga,root_crop,6,250,125,289,0,295,0,2183,1240,943,1240
324,1961,Rutabaga,root_crop,6,250,125,289,0,295,0,2457,1416,1041,1416
325,1961,Rutabaga,root_crop,7,250,125,289,0,295,0,3957,3203,754,3203
326,1961,Rutabaga,root_crop,7,250,125,289,0,295,0,4647,2804,1843,2804
327,1961,Rutabaga,root_crop,7,250,125,289,0,295,0,4325,2553,1772,2553
328,1961,Rutabaga,root_crop,7,250,125,289,0,295,0,4279,2524,1755,2524
329,1961,Rutabaga,root_crop,8,250,125,289,0,295,0,2907,1593,1314,1593
